Article,Vital_Level,Vital_Category,Level_Quota,SubPage_Quota
J. G. Ballard,5,Writers and journalists,15100,2000
J. G. Farrell,5,Writers and journalists,15100,2000
J. Hector St. John de Crèvecœur,5,Writers and journalists,15100,2000
J. K. Rowling,5,Writers and journalists,15100,2000
J. M. Barrie,5,Writers and journalists,15100,2000
J. M. G. Le Clézio,5,Writers and journalists,15100,2000
Jack Higgins,5,Writers and journalists,15100,2000
Jack Vance,5,Writers and journalists,15100,2000
Jackie Collins,5,Writers and journalists,15100,2000
Jacob Grimm,5,Writers and journalists,15100,2000
Jacqueline Susann,5,Writers and journalists,15100,2000
Jalil Mammadguluzadeh,5,Writers and journalists,15100,2000
James A. Michener,5,Writers and journalists,15100,2000
James Agee,5,Writers and journalists,15100,2000
James Baldwin,5,Writers and journalists,15100,2000
James Boswell,5,Writers and journalists,15100,2000
James Ellroy,5,Writers and journalists,15100,2000
James Fenimore Cooper,5,Writers and journalists,15100,2000
James Frey,5,Writers and journalists,15100,2000
James Hogg,5,Writers and journalists,15100,2000
James Jones (author),5,Writers and journalists,15100,2000
James Kelman,5,Writers and journalists,15100,2000
James M. Cain,5,Writers and journalists,15100,2000
James Patterson,5,Writers and journalists,15100,2000
James Thurber,5,Writers and journalists,15100,2000
Janet Dailey,5,Writers and journalists,15100,2000
Jaroslav Hašek,5,Writers and journalists,15100,2000
Jay McInerney,5,Writers and journalists,15100,2000
Jean-Baptiste Louvet de Couvray,5,Writers and journalists,15100,2000
Jean Rhys,5,Writers and journalists,15100,2000
Jean de La Fontaine,5,Writers and journalists,15100,2000
Jeff Lindsay,5,Writers and journalists,15100,2000
Jeff VanderMeer,5,Writers and journalists,15100,2000
Jeffrey Archer,5,Writers and journalists,15100,2000
Jeffrey Eugenides,5,Writers and journalists,15100,2000
Jerome K. Jerome,5,Writers and journalists,15100,2000
Jerzy Andrzejewski,5,Writers and journalists,15100,2000
Jesmyn Ward,5,Writers and journalists,15100,2000
Joan Didion,5,Writers and journalists,15100,2000
Johann Peter Hebel,5,Writers and journalists,15100,2000
Johanna Spyri,5,Writers and journalists,15100,2000
Johannes Pfefferkorn,5,Writers and journalists,15100,2000
Johannes V. Jensen,5,Writers and journalists,15100,2000
John Banville,5,Writers and journalists,15100,2000
John Braine,5,Writers and journalists,15100,2000
John Bunyan,5,Writers and journalists,15100,2000
John Cheever,5,Writers and journalists,15100,2000
John Cleland,5,Writers and journalists,15100,2000
John Creasey,5,Writers and journalists,15100,2000
John Dickson Carr,5,Writers and journalists,15100,2000
John Dos Passos,5,Writers and journalists,15100,2000
John Galsworthy,5,Writers and journalists,15100,2000
John Green,5,Writers and journalists,15100,2000
John Grisham,5,Writers and journalists,15100,2000
John Irving,5,Writers and journalists,15100,2000
John O'Hara,5,Writers and journalists,15100,2000
John Updike,5,Writers and journalists,15100,2000
John William Polidori,5,Writers and journalists,15100,2000
John le Carré,5,Writers and journalists,15100,2000
Jonas Lie (writer),5,Writers and journalists,15100,2000
Jonathan Franzen,5,Writers and journalists,15100,2000
Jonathan Lethem,5,Writers and journalists,15100,2000
Joseph Heller,5,Writers and journalists,15100,2000
Joseph Roth,5,Writers and journalists,15100,2000
José Cadalso,5,Writers and journalists,15100,2000
José Lins do Rego,5,Writers and journalists,15100,2000
José de Alencar,5,Writers and journalists,15100,2000
Joyce Carol Oates,5,Writers and journalists,15100,2000
João Guimarães Rosa,5,Writers and journalists,15100,2000
João Ubaldo Ribeiro,5,Writers and journalists,15100,2000
Juan Rulfo,5,Writers and journalists,15100,2000
Juana Inés de la Cruz,5,Writers and journalists,15100,2000
Judith Krantz,5,Writers and journalists,15100,2000
Judy Blume,5,Writers and journalists,15100,2000
Jules de Goncourt,5,Writers and journalists,15100,2000
Julian Barnes,5,Writers and journalists,15100,2000
Julian of Norwich,5,Writers and journalists,15100,2000
Julien Gracq,5,Writers and journalists,15100,2000
Julio Cortázar,5,Writers and journalists,15100,2000
Jun'ichirō Tanizaki,5,Writers and journalists,15100,2000
Junot Díaz,5,Writers and journalists,15100,2000
Junpei Gomikawa,5,Writers and journalists,15100,2000
Józef Ignacy Kraszewski,5,Writers and journalists,15100,2000
Karl Kraus (writer),5,Writers and journalists,15100,2000
Karl May,5,Writers and journalists,15100,2000
Kate Chopin,5,Writers and journalists,15100,2000
Kateb Yacine,5,Writers and journalists,15100,2000
Katherine Paterson,5,Writers and journalists,15100,2000
Kathleen Winsor,5,Writers and journalists,15100,2000
Kathy Reichs,5,Writers and journalists,15100,2000
Ken Follett,5,Writers and journalists,15100,2000
Ken Kesey,5,Writers and journalists,15100,2000
Kenneth Grahame,5,Writers and journalists,15100,2000
Khachatur Abovian,5,Writers and journalists,15100,2000
Khaled Hosseini,5,Writers and journalists,15100,2000
Khamsing Srinawk,5,Writers and journalists,15100,2000
Kim Dong-in,5,Writers and journalists,15100,2000
Kim Young-ha,5,Writers and journalists,15100,2000
Kingsley Amis,5,Writers and journalists,15100,2000
Kiran Desai,5,Writers and journalists,15100,2000
Kojo Laing,5,Writers and journalists,15100,2000
Kulap Saipradit,5,Writers and journalists,15100,2000
Kyotaro Nishimura,5,Writers and journalists,15100,2000
Kōbō Abe,5,Writers and journalists,15100,2000
L. Frank Baum,5,Writers and journalists,15100,2000
Lady Mary Wortley Montagu,5,Writers and journalists,15100,2000
Lafcadio Hearn,5,Writers and journalists,15100,2000
Larry Niven,5,Writers and journalists,15100,2000
Laura Ingalls Wilder,5,Writers and journalists,15100,2000
Laurence Sterne,5,Writers and journalists,15100,2000
Len Deighton,5,Writers and journalists,15100,2000
Leon Uris,5,Writers and journalists,15100,2000
Leopold von Sacher-Masoch,5,Writers and journalists,15100,2000
Leopoldo Alas,5,Writers and journalists,15100,2000
Lima Barreto,5,Writers and journalists,15100,2000
Liu Cixin,5,Writers and journalists,15100,2000
Liu Zongyuan,5,Writers and journalists,15100,2000
Lloyd Alexander,5,Writers and journalists,15100,2000
Lois Lowry,5,Writers and journalists,15100,2000
Lord Dunsany,5,Writers and journalists,15100,2000
Louis-Ferdinand Céline,5,Writers and journalists,15100,2000
Louis L'Amour,5,Writers and journalists,15100,2000
Louis de Bernières,5,Writers and journalists,15100,2000
"Louis de Rouvroy, duc de Saint-Simon",5,Writers and journalists,15100,2000
Louisa May Alcott,5,Writers and journalists,15100,2000
Louise Erdrich,5,Writers and journalists,15100,2000
Louise Hay,5,Writers and journalists,15100,2000
Louise Rennison,5,Writers and journalists,15100,2000
"Luc de Clapiers, marquis de Vauvenargues",5,Writers and journalists,15100,2000
Lucy Mack Smith,5,Writers and journalists,15100,2000
Lucy Maud Montgomery,5,Writers and journalists,15100,2000
Ludwig Bemelmans,5,Writers and journalists,15100,2000
Luo Guanzhong,5,Writers and journalists,15100,2000
Lydia Davis,5,Writers and journalists,15100,2000
Lygia Fagundes Telles,5,Writers and journalists,15100,2000
Lyudmila Petrushevskaya,5,Writers and journalists,15100,2000
Lyudmila Ulitskaya,5,Writers and journalists,15100,2000
László Krasznahorkai,5,Writers and journalists,15100,2000
Léonora Miano,5,Writers and journalists,15100,2000
M. F. K. Fisher,5,Writers and journalists,15100,2000
Madame d'Aulnoy,5,Writers and journalists,15100,2000
Madame de La Fayette,5,Writers and journalists,15100,2000
Maddox (writer),5,Writers and journalists,15100,2000
Madeleine L'Engle,5,Writers and journalists,15100,2000
Magda Szabó,5,Writers and journalists,15100,2000
Malcolm Lowry,5,Writers and journalists,15100,2000
Mao Dun,5,Writers and journalists,15100,2000
Margaret Laurence,5,Writers and journalists,15100,2000
Margaret Mitchell,5,Writers and journalists,15100,2000
Margery Kempe,5,Writers and journalists,15100,2000
Margery Sharp,5,Writers and journalists,15100,2000
Margery Williams,5,Writers and journalists,15100,2000
Marguerite Henry,5,Writers and journalists,15100,2000
Marguerite Yourcenar,5,Writers and journalists,15100,2000
Mari Mori,5,Writers and journalists,15100,2000
Maria Gripe,5,Writers and journalists,15100,2000
Marijane Meaker,5,Writers and journalists,15100,2000
Mario Puzo,5,Writers and journalists,15100,2000
Marion Zimmer Bradley,5,Writers and journalists,15100,2000
Marjorie Bowen,5,Writers and journalists,15100,2000
Mark Aldanov,5,Writers and journalists,15100,2000
Marlon James (novelist),5,Writers and journalists,15100,2000
Martin Amis,5,Writers and journalists,15100,2000
Mary Higgins Clark,5,Writers and journalists,15100,2000
Mary Karr,5,Writers and journalists,15100,2000
Mary Mapes Dodge,5,Writers and journalists,15100,2000
Mary McCarthy (author),5,Writers and journalists,15100,2000
Mary Renault,5,Writers and journalists,15100,2000
Mary Rowlandson,5,Writers and journalists,15100,2000
Maryse Condé,5,Writers and journalists,15100,2000
Maurice Leblanc,5,Writers and journalists,15100,2000
Meg Cabot,5,Writers and journalists,15100,2000
Mendele Mocher Sforim,5,Writers and journalists,15100,2000
Mervyn Peake,5,Writers and journalists,15100,2000
Michael Arlen,5,Writers and journalists,15100,2000
Michael Chabon,5,Writers and journalists,15100,2000
Michael Crichton,5,Writers and journalists,15100,2000
Michael Ende,5,Writers and journalists,15100,2000
Michael Moorcock,5,Writers and journalists,15100,2000
Michel Butor,5,Writers and journalists,15100,2000
Michel Houellebecq,5,Writers and journalists,15100,2000
Michelle McNamara,5,Writers and journalists,15100,2000
Mickey Spillane,5,Writers and journalists,15100,2000
Mika Waltari,5,Writers and journalists,15100,2000
Mikhail Saltykov-Shchedrin,5,Writers and journalists,15100,2000
Mikhail Shishkin (writer),5,Writers and journalists,15100,2000
Milan Kundera,5,Writers and journalists,15100,2000
Mimei Ogawa,5,Writers and journalists,15100,2000
Mo Yan,5,Writers and journalists,15100,2000
Moacyr Scliar,5,Writers and journalists,15100,2000
Mohamed Choukri,5,Writers and journalists,15100,2000
Monteiro Lobato,5,Writers and journalists,15100,2000
Mori Ōgai,5,Writers and journalists,15100,2000
Muhammed Said Abdulla,5,Writers and journalists,15100,2000
Mulk Raj Anand,5,Writers and journalists,15100,2000
Multatuli,5,Writers and journalists,15100,2000
Muriel Spark,5,Writers and journalists,15100,2000
Mór Jókai,5,Writers and journalists,15100,2000
N. K. Jemisin,5,Writers and journalists,15100,2000
Nadezhda Mandelstam,5,Writers and journalists,15100,2000
Nancy Mitford,5,Writers and journalists,15100,2000
Naomi Mitchison,5,Writers and journalists,15100,2000
Nathanael West,5,Writers and journalists,15100,2000
Nathaniel Hawthorne,5,Writers and journalists,15100,2000
Nathaniel Parker Willis,5,Writers and journalists,15100,2000
Nella Larsen,5,Writers and journalists,15100,2000
Nelson Algren,5,Writers and journalists,15100,2000
Nevil Shute,5,Writers and journalists,15100,2000
Ni Kuang,5,Writers and journalists,15100,2000
Nicholas Sparks,5,Writers and journalists,15100,2000
Nicolas Restif de la Bretonne,5,Writers and journalists,15100,2000
Nikolai Leskov,5,Writers and journalists,15100,2000
Nikolai Ostrovsky,5,Writers and journalists,15100,2000
Nikos Kazantzakis,5,Writers and journalists,15100,2000
Nina Bawden,5,Writers and journalists,15100,2000
Nora Roberts,5,Writers and journalists,15100,2000
Norman Bridwell,5,Writers and journalists,15100,2000
Norman Mailer,5,Writers and journalists,15100,2000
Norman Vincent Peale,5,Writers and journalists,15100,2000
Nuruddin Farah,5,Writers and journalists,15100,2000
O. Henry,5,Writers and journalists,15100,2000
Octave Mirbeau,5,Writers and journalists,15100,2000
Octavia E. Butler,5,Writers and journalists,15100,2000
Odysseas Elytis,5,Writers and journalists,15100,2000
Olaf Stapledon,5,Writers and journalists,15100,2000
Olga Tokarczuk,5,Writers and journalists,15100,2000
Oliver Goldsmith,5,Writers and journalists,15100,2000
Orson Scott Card,5,Writers and journalists,15100,2000
Osbert Sitwell,5,Writers and journalists,15100,2000
Ozaki Kōyō,5,Writers and journalists,15100,2000
P. D. James,5,Writers and journalists,15100,2000
P. H. Newby,5,Writers and journalists,15100,2000
P. L. Travers,5,Writers and journalists,15100,2000
Pak Kyongni,5,Writers and journalists,15100,2000
Park Wan-suh,5,Writers and journalists,15100,2000
Pat Barker,5,Writers and journalists,15100,2000
Patricia A. McKillip,5,Writers and journalists,15100,2000
Patricia Cornwell,5,Writers and journalists,15100,2000
Patricia Highsmith,5,Writers and journalists,15100,2000
Patrick Chamoiseau,5,Writers and journalists,15100,2000
Patrick Modiano,5,Writers and journalists,15100,2000
Patrick Rothfuss,5,Writers and journalists,15100,2000
Patrick Süskind,5,Writers and journalists,15100,2000
Paul Auster,5,Writers and journalists,15100,2000
Paul Beatty,5,Writers and journalists,15100,2000
Paul Claudel,5,Writers and journalists,15100,2000
Paul Heyse,5,Writers and journalists,15100,2000
Paul Lomami-Tshibamba,5,Writers and journalists,15100,2000
Paul Scott (novelist),5,Writers and journalists,15100,2000
Paul Theroux,5,Writers and journalists,15100,2000
Paulette Nardal,5,Writers and journalists,15100,2000
Paulo Coelho,5,Writers and journalists,15100,2000
Pearl S. Buck,5,Writers and journalists,15100,2000
Penelope Fitzgerald,5,Writers and journalists,15100,2000
Penelope Lively,5,Writers and journalists,15100,2000
Penny Jordan,5,Writers and journalists,15100,2000
Peter Dickinson,5,Writers and journalists,15100,2000
Peter Handke,5,Writers and journalists,15100,2000
Peter Matthiessen,5,Writers and journalists,15100,2000
Philip Francis Nowlan,5,Writers and journalists,15100,2000
Philip K. Dick,5,Writers and journalists,15100,2000
Philip Pullman,5,Writers and journalists,15100,2000
Philip Roth,5,Writers and journalists,15100,2000
"Philip Stanhope, 4th Earl of Chesterfield",5,Writers and journalists,15100,2000
Pierre Choderlos de Laclos,5,Writers and journalists,15100,2000
Pliny the Younger,5,Writers and journalists,15100,2000
Poul Anderson,5,Writers and journalists,15100,2000
Primo Levi,5,Writers and journalists,15100,2000
Prosper Mérimée,5,Writers and journalists,15100,2000
Pär Lagerkvist,5,Writers and journalists,15100,2000
Pêro Vaz de Caminha,5,Writers and journalists,15100,2000
Qian Zhongshu,5,Writers and journalists,15100,2000
Quentin Crisp,5,Writers and journalists,15100,2000
R. K. Narayan,5,Writers and journalists,15100,2000
R. L. Stine,5,Writers and journalists,15100,2000
Rachel de Queiroz,5,Writers and journalists,15100,2000
Raja Rao,5,Writers and journalists,15100,2000
Ralph Ellison,5,Writers and journalists,15100,2000
Raul Pompeia,5,Writers and journalists,15100,2000
Raymond Carver,5,Writers and journalists,15100,2000
Raymond Queneau,5,Writers and journalists,15100,2000
Rebecca Walker,5,Writers and journalists,15100,2000
Rebecca West,5,Writers and journalists,15100,2000
René Belbenoît,5,Writers and journalists,15100,2000
Rex Stout,5,Writers and journalists,15100,2000
Ri Ki-yong,5,Writers and journalists,15100,2000
Ricardo Güiraldes,5,Writers and journalists,15100,2000
Richard Aldington,5,Writers and journalists,15100,2000
Richard Peck (writer),5,Writers and journalists,15100,2000
Richard Price (writer),5,Writers and journalists,15100,2000
Richard Wright (author),5,Writers and journalists,15100,2000
Richard Yates (novelist),5,Writers and journalists,15100,2000
Rick Riordan,5,Writers and journalists,15100,2000
Robert E. Howard,5,Writers and journalists,15100,2000
Robert Kiyosaki,5,Writers and journalists,15100,2000
Robert Ludlum,5,Writers and journalists,15100,2000
Robert Musil,5,Writers and journalists,15100,2000
